msno,total_transactions,total_actual_paid,mean_actual_paid,mean_plan_days,total_cancellations,latest_auto_renew,latest_payment_method,average_under_overpayment,city,bd,registered_via,reg_year,reg_month,reg_day,account_age_days,num_100,num_unq,total_secs,total_active_days,skip_ratio,loop_ratio,secs_per_active_day,days_since_last_transaction,days_until_expiration,gender_male,gender_unknown,is_churn
QIuFYzIWTfoxiu9fOJS3tHydJanJsjKfiQzMSJDOBCM=,20,2530,126.5,30.0,1,1,41,0.0,1.0,27.0,7.0,2015.0,10.0,5.0,573.0,2690.0,15.011857114155845,971360.1284893752,253.0,0.3846435093516572,179.19156754747664,3839.367945042275,44,-13,0,1,0
LlVsaLNSQJpxDOM9SmMI0AkxWY7cEUkkGjHDCgFhmp8=,27,4023,149.0,28.88888888888889,0,1,41,5.518518518518505,1.0,27.0,7.0,2014.0,1.0,28.0,1188.0,3299.0,13.07024739379143,1120973.5398731232,242.0,0.2606701231338849,252.40512872891665,4632.121874181423,34,-3,0,1,0
nwyN401qj72Df36LamAVtDAU1lZmQuDZVreROIERDt4=,6,1080,180.0,30.0,0,1,36,0.0,14.0,37.0,9.0,2011.0,1.0,1.0,2311.0,11.0,2.285711020412828,3626.552967071533,7.0,0.3043476937618722,4.812485820344458,518.0782551841402,58,-28,0,1,0
NiGM4aBqsf+9DIIoNKWBWnG7yXhJ8+ZY7Ij4mW+QS5Q=,21,3129,149.0,28.714285714285715,0,1,39,7.095238095238102,13.0,28.0,9.0,2010.0,4.0,3.0,2584.0,1664.0,15.316454726806665,714345.1434681714,158.0,0.3760587228230979,108.64125825900872,4521.171507952255,30,5,0,1,0
26eNsCN9N/6x+BQBZPEGNcVHJJFpgkuhQJiVme+V25o=,19,1881,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2015.0,7.0,31.0,639.0,3588.0,19.26470525278741,1322424.8608818054,306.0,0.4006506175658417,186.24723765283025,4321.64973093238,30,0,0,1,0
te+knq1L4XUbhqE0t5wzh+uNE7nlaxGHdWe3ycS+F20=,6,2384,397.3333333333333,52.5,0,0,38,148.99999999999997,15.0,31.0,9.0,2009.0,2.0,15.0,2996.0,9313.0,26.66229420779364,2937254.6039505005,305.0,0.1084560443448937,349.2946418816167,9630.342648023194,49,-19,1,0,0
UHBG8rfTIzVzV9Ui+5rd+dO2xdOVJmPKeBWnD9UO8BM=,28,4172,149.0,29.071428571428573,1,1,37,5.321428571428584,12.0,19.0,3.0,2012.0,11.0,13.0,1629.0,27364.0,33.6780730839281,9307785.373818874,789.0,0.2749143989288803,812.516553623525,11796.939487768668,56,-26,1,0,0
xuln6cuMmvuqeJqAVq8XwRs4/ERYokn3Si0lVQkVVE0=,19,1881,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,41,-10,0,1,0
pZySBOss4LY1LjyomzT+/GPz7+UhQlqSkA4WtHetLjg=,13,1529,117.6153846153846,30.0,2,1,41,0.0,1.0,27.0,7.0,2016.0,6.0,11.0,323.0,1000.0,9.63478177088854,450524.1247787476,115.0,0.3139913215076392,103.79051501886045,3917.600744371653,37,-6,0,1,0
5xkzL9eaBc88RrKP6WDc3b2cMwOPNAduXRVJVr0efDc=,4,396,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,12.0,2.0,149.0,0.0,12.999870001299984,166.9219970703125,1.0,0.9999992307698226,0.0,166.92032786703382,60,-29,0,1,0
vl04zo5MJ1GAjdxOaXsN8nmtiZAHT2IReKjCNxV6ymw=,17,1683,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2015.0,11.0,7.0,540.0,15678.0,53.3597103108018,4029352.841639519,278.0,0.0919853267607907,293.81713226158433,14494.074448556745,54,-23,0,1,0
BlfOnAOGWw5JZqrc7W6eMTlGTAFKS/SkkV1KyDppCY0=,9,891,99.0,30.0,1,1,41,0.0,1.0,27.0,7.0,2010.0,9.0,23.0,2411.0,2128.0,11.453487040292204,651739.1804504395,86.0,0.1187476131395662,185.79478324514503,7578.361682172356,46,-24,0,1,0
iykgwjbwkGRCTS9tQ2LsN8ppb58TL6DOQ5/ywQH8nVU=,24,3576,149.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2015.0,4.0,22.0,739.0,12567.0,40.8524162632973,4103987.1407880783,393.0,0.2259669124603359,307.6194280115613,10442.71510524409,40,-9,0,1,0
ZOoQHzNzKMQ956m77UUzdyhrHxZhTqJ2kMj8CKJMPMg=,27,4023,149.0,30.0,0,1,41,0.0,22.0,22.0,7.0,2012.0,10.0,23.0,1650.0,19008.0,29.89777156097285,6538256.422180176,763.0,0.2727303294308237,635.7662344022256,8569.143298150384,39,-7,0,0,0
/6809Tj56jk1pvsg09KUEM9nR+xzYg425ZhbLLc4m4w=,21,3284,156.38095238095238,28.714285714285715,1,1,39,7.095238095238102,13.0,32.0,3.0,2012.0,1.0,12.0,1935.0,1334.0,21.60605842363046,513789.3202819824,99.0,0.3478792807998397,61.74191314422619,5189.790589738147,36,-6,0,0,0
m4DjLxVLwScpIO8GiTE7h2MVcoCwgU6DmHZbs6EeMH0=,18,1782,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,43,-12,0,1,0
Y725IyiJHIMn7D7+s8l3SjWZ1p2tOvv+BaeTDBsK/ag=,21,3129,149.0,28.761904761904763,0,1,40,7.095238095238102,18.0,34.0,9.0,2008.0,9.0,12.0,3152.0,9595.0,16.696745315136905,2831435.2920074463,676.0,0.2206781913426342,574.6625508311419,4188.513683612884,60,-24,1,0,0
0ihtTFtVVfDnBuViW9hsVKLj8POYuWpytWT3PtH6ytQ=,5,495,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,37,-6,0,1,0
s4ewcfZVL7dG1FmeDjV9QupbVUq+0b2LRs2fVbUfEAo=,29,4321,149.0,30.17241379310345,2,1,40,0.0,10.0,25.0,9.0,2007.0,5.0,11.0,3642.0,12528.0,23.51948008312653,3918436.051971287,539.0,0.1528989541780218,532.6646094673583,7269.825564513972,47,-12,0,0,0
s24iXCmpU3cmTjZRYfpkFv6jAhZVNmL+jWS9Ceu32oo=,29,3961,136.58620689655172,28.96551724137931,1,1,41,-1.068965517241395,14.0,30.0,7.0,2011.0,10.0,7.0,2032.0,26630.0,23.03202805992833,7572307.366580963,562.0,0.1300539706615099,1156.2155259864517,13473.856284417085,54,-22,1,0,0
1FU6Q9l7F2mgefMbxWF5lvNRY6iaGLUnjHn814GlE10=,18,2931,162.83333333333334,30.0,0,0,36,0.0,1.0,27.0,9.0,2015.0,4.0,22.0,739.0,15217.0,33.607305168782986,4452947.645988464,438.0,0.1930305032613889,452.788326695454,10166.546904847022,42,-12,0,1,0
VILdTp/Xt772XNLb4UDKB6VZj3xESix80k3guXg92zM=,28,4172,149.0,30.0,1,1,41,0.0,15.0,22.0,7.0,2014.0,10.0,20.0,923.0,42322.0,35.11182474149326,12122891.997879028,778.0,0.0808292712858992,1205.3485758175475,15582.123190305652,57,-26,1,0,0
eArKuJ5pzj1b6hpSzyMPpEQpPnpHDTaGAUZLSf/Y1UQ=,21,2079,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2015.0,7.0,26.0,644.0,63.0,5.947365290860374,18859.328079223636,19.0,0.5636363380165301,10.59290811810972,992.5956922771952,35,-4,0,1,0
qbHIaWUzSkS8xFs2jGkDu3Az0eDnu7QnOB7jSj5igAA=,17,1683,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2011.0,12.0,6.0,1972.0,4338.0,19.981981081892744,1355680.683177948,222.0,0.1971854030482975,217.09548273850464,6106.66946896961,44,-13,0,1,0
87NWIvko+wysf92eDa+5xCXosM9D4hdM0ZoqL5ZsJOo=,27,4023,149.0,28.88888888888889,0,1,41,5.518518518518505,1.0,27.0,7.0,2013.0,7.0,4.0,1396.0,10460.0,23.47803122182722,2766194.887779236,569.0,0.2486364489695715,445.522686546588,4861.502353539917,58,-27,0,1,0
uGGIEYzXyj7N1seZk3eakk5LKQ2Kvhaw1lc6LFgan2k=,3,298,99.33333333333331,22.33333333333333,0,0,38,0.0,15.0,18.0,4.0,2015.0,11.0,27.0,520.0,442.0,20.999994324325858,116974.01435279846,37.0,0.43064181748818,21.047614713488358,3161.458992924555,91,-61,1,0,1
JV1OLsUSJM1Bjo+Enn5FFOc8Zx56ftethQwRSmki0uE=,19,2831,149.0,28.526315789473685,0,1,39,7.84210526315789,13.0,22.0,9.0,2010.0,5.0,8.0,2549.0,88133.0,104.81620687675532,23376528.208465576,691.0,0.1156367816427206,840.8336288613456,33829.99691775052,30,27,1,0,0
s/M+bEtSQPvPsxyjBje4WDuwmMJOdLx1eviIvkYNY6g=,16,1584,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2015.0,12.0,3.0,514.0,3371.0,22.559699808977623,1025723.8694051504,134.0,0.1242312420068112,149.42568093932272,7654.655170586558,58,-27,0,1,0
KkU0HxJv3+yYYMynXZ2bFMmsdwgvp5CdbtOMN7vj+lo=,29,3941,135.89655172413794,28.96551724137931,1,1,41,5.137931034482762,1.0,27.0,7.0,2012.0,12.0,14.0,1598.0,17101.0,27.08786573099211,4667508.374206543,717.0,0.2013820738463436,631.3156546430179,6509.77448969149,42,-11,0,1,0
SpCA/7hiXwHNRUhuruozS+IyKqSwzO1O54F1vYc2Kds=,15,1485,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,1.0,28.0,458.0,1378.0,13.179998682000132,413826.8406982422,100.0,0.1793422395717254,104.55228317731894,4138.267993155622,34,-3,0,1,0
cJrJkqTjXdZXAsJTa5EsU+TWdq+sg8ex6naPYbqmoJ4=,27,4023,149.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,39,-8,0,1,0
tFUiO27VphACHXXMcAryw5c1+Qmppc8pilgcHP8/Qoc=,11,1089,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,30,0,0,1,0
nzzzI1/GDKR0LIf0HQbw9b6dSV3V3YS6bNTICkcxq94=,21,3129,149.0,28.714285714285715,0,1,39,7.095238095238102,22.0,37.0,9.0,2008.0,12.0,19.0,3054.0,9817.0,19.28093613242582,3197999.780807495,598.0,0.2381111406371152,509.1555120052027,5347.82563098535,30,8,0,0,0
zDBVD09BdHi49B8cRQ1OssBX60gXWkLrzFGLnmoSnhE=,16,2235,139.6875,30.0,0,1,41,-9.3125,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,37,-6,0,1,0
dfRDkxASqZua0K8tbHHoJmOUpbgA/8uU2aE3s/9TG4Q=,27,4023,149.0,28.88888888888889,0,1,41,5.518518518518505,1.0,27.0,7.0,2013.0,7.0,8.0,1392.0,24046.0,26.60975571578543,7070938.9491119385,697.0,0.123197502757372,903.6532022427934,10144.819006691174,54,-23,0,1,0
q+jZqnjRh9qEyInqW33g4ZNYRJYu1Yb1CjP8OiT97l8=,23,3427,149.0,22.17391304347826,0,1,33,38.8695652173913,8.0,50.0,3.0,2012.0,1.0,12.0,1935.0,54.0,6.592590150892537,69490.87610721588,27.0,0.5134099420149448,8.191001845104958,2573.735198883848,30,0,1,0,0
OeSbI4k/Er2hLe+YfThSX5kXstXIp6Nv8AJfLAaoLpg=,27,4023,149.0,30.14814814814815,0,1,40,0.0,14.0,32.0,9.0,2006.0,7.0,21.0,3936.0,11372.0,20.886477113748292,3454930.383217812,599.0,0.2839913465202859,544.4668573546055,5767.830259665291,42,-4,1,0,0
BinLJQu4dgkGEjsZscc1K9lXxZbR8056uzF3y7E4QNg=,27,3693,136.77777777777777,30.0,0,1,41,-10.0,1.0,27.0,7.0,2014.0,12.0,18.0,864.0,697.0,13.640622868652676,256824.6145493984,64.0,0.4800456072973454,51.09733593092772,4012.883975321229,44,-13,0,1,0
UOjCxbtUPg9rTnBZZMaoEL9GJnmbRkdDFvSGAmb1iU0=,23,3427,149.0,22.17391304347826,0,1,31,38.8695652173913,12.0,56.0,3.0,2014.0,4.0,27.0,1099.0,2848.0,12.39784879581458,912034.838684082,186.0,0.1270457694118009,229.71708638603485,4903.412847580396,30,0,1,0,0
qdyoKr7vIY4VRMArQ6PRotKI5MaFTCMq/WJR/g6SbmA=,9,891,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2014.0,7.0,21.0,1014.0,1796.0,17.529409186851588,488530.275177002,68.0,0.3206874178966036,102.45633245778832,7184.267696093014,40,-9,0,1,0
iFyVdPvexUXjHqvJZmAsQqGZtQmsjFqnqzAKwGMtuDE=,10,990,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,41,-10,0,1,0
JeviYvJIpvKHNkN2y+IgFT2C0ZotIKE6BW2XAOZvsxQ=,29,3971,136.93103448275863,28.96551724137931,1,1,41,-4.172413793103431,14.0,25.0,7.0,2014.0,9.0,19.0,954.0,3171.0,26.02197659219909,1095891.66248554,182.0,0.3550431255852084,121.85849027186138,6021.382430064371,47,-17,1,0,0
b/5LCAm/ePePj6IRuzbbkoxaBVJAhrLbqnmMNmWEBr0=,19,3150,165.78947368421052,30.0,1,0,36,0.0,10.0,23.0,9.0,2008.0,1.0,14.0,3394.0,4638.0,21.334676559085626,1471748.82371521,248.0,0.244948393305788,217.39246026208215,5934.470824074604,45,-15,1,0,0
4pNQtXHJ7dMJvhEHuTPbKRswgJN8nrSYQQePGJoMkUA=,1,894,894.0,195.0,0,0,38,0.0,1.0,27.0,4.0,2016.0,3.0,13.0,413.0,4139.0,17.52513868574644,1169699.899597168,179.0,0.2196864107670968,236.17488640004137,6534.635945535243,281,-86,0,1,1
mNFkWoBIJpFQA4Bj7C9dF9icqm+kftMQK21CNoH8tEQ=,4,720,180.0,30.0,0,1,36,0.0,12.0,28.0,3.0,2012.0,2.0,28.0,1888.0,1269.0,20.684207804709494,386953.6083908081,76.0,0.2301905705607293,61.35112344983464,5091.494177314031,48,-18,0,0,0
/ZjUZ+vl+Ok/wEt8b0jYlRmBnzhZaNzPQTSVYPWxa6Y=,17,1683,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,30,0,0,1,0
IWQUItTTkC1LERHDQRxTVDG6hPEFmb04w3uQoADdEHE=,23,3430,149.1304347826087,28.869565217391305,2,1,40,6.478260869565219,15.0,23.0,9.0,2013.0,9.0,5.0,1333.0,847.0,14.855553904938455,350638.7417831421,90.0,0.3109243677380454,57.01567476132163,3895.9855869254025,87,-83,0,0,1
/8iNP5bQK/smRizNv6gXC9vczKIzfq1iFo+yMAqQBsM=,5,495,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,11.0,9.0,172.0,161.0,15.157886759006969,93481.68452239037,19.0,0.404432121760883,10.621526360794894,4920.086069554193,52,-21,0,1,0
zGxeW9xfzx9o4VR4NtujHYEVutgOGxMWV4z5Qcr8nss=,5,745,149.0,30.0,0,1,41,0.0,15.0,20.0,7.0,2016.0,11.0,16.0,165.0,5311.0,45.340905655992,1536655.0780334473,132.0,0.2684292005854124,117.13482013233512,11641.32546681964,46,-15,0,0,0
rKKhVIOTBCc5TULA/AiJZfVIGQEXiVHk6N+5YSyh7J8=,16,2384,149.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2015.0,12.0,20.0,497.0,5207.0,31.83538963640372,1910544.5571899412,243.0,0.3208495086539741,163.56006393730976,7862.322957064657,42,-11,0,1,0
sFa+ZlyJsw6GCu0fDkyOsWOXKwXAvd7pPq+aNP37osM=,15,2297,153.13333333333333,30.0,1,1,39,0.0,6.0,27.0,9.0,2015.0,1.0,31.0,820.0,13773.0,31.07192503313399,4207354.418705463,431.0,0.1970128403819842,443.2617403876833,9761.842972359707,48,-12,0,1,0
C3UjeckPOJ3sVs33zWRBkn92mwcMPHSVLUxhWczdhQ0=,6,594,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,10.0,30.0,182.0,663.0,13.307689748521202,208777.1293792725,52.0,0.2369172194394175,49.82078139189118,4014.9440236506193,30,0,0,1,0
KTsSTcEk60bst9GAsNS4XifgYvdANIUy9e1uvMgkSMg=,21,3129,149.0,28.714285714285715,0,1,39,7.095238095238102,4.0,33.0,9.0,2010.0,8.0,15.0,2450.0,1890.0,24.694734242659557,643136.6421203613,95.0,0.3286369582941121,76.53450391824963,6769.858678123943,30,16,0,0,0
4gO4T9T+c2QbL2wM6GmDD++OeR3rERqIe+i/sbP9vSA=,27,4023,149.0,28.88888888888889,0,1,41,5.518518518518505,1.0,27.0,7.0,2012.0,1.0,9.0,1938.0,5991.0,14.49367058030231,2028895.0567331316,474.0,0.1796809401707077,413.3525619532482,4280.369227699239,53,-21,0,1,0
5cd9Q9mYtfp1IJsrdexaISrxMtlqm/DsLSDyVlRgKww=,17,1683,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2012.0,6.0,18.0,1777.0,7417.0,23.37461227942377,2570750.122693062,323.0,0.177797565867421,317.3099402991869,7958.978461620054,39,-8,0,1,0
98eiV8gGT/KqmyJN3o5jU1UGP90lHJSk4H81JHBWZRU=,2,3576,1788.0,410.0,0,0,32,0.0,8.0,25.0,9.0,2014.0,11.0,25.0,887.0,21095.0,46.103613346900886,5876367.079589844,415.0,0.0470699595357241,457.55622809238525,14159.920332507569,90,325,0,1,1
hCn/4CoWYGT9zzYO3psRVI5JhvUPPXyWRyUoPvAahyk=,14,2086,149.0,30.0,0,1,39,0.0,22.0,26.0,3.0,2015.0,8.0,25.0,614.0,3327.0,43.33739661230095,1395610.0636496544,246.0,0.6507159551061398,76.76970682079669,5673.211410233904,30,5,1,0,0
YdvMuvE0bFwdkAI0+b3oFRYiX7s24vKMfHQlPiMhWfw=,8,792,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,8.0,4.0,269.0,2944.0,26.66666510721257,1071266.5350227356,171.0,0.4657375138418445,110.39996505615105,6264.716212722652,58,-27,0,1,0
fCOCeNsYemENKS/lvxg+A4I9zHivx/R76sfDhS+VZew=,7,1043,149.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,10.0,1.0,211.0,3658.0,43.24666378355575,1305918.6179962158,150.0,0.4246758449075313,84.58453980317277,8706.123539566535,30,0,0,1,0
+cGHBNlajYBnRkLTQLNhB3gFdWTHoYrYvnEfE6hAtVw=,19,1881,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2015.0,9.0,4.0,604.0,4292.0,9.287313086294288,1486694.9952583313,268.0,0.2138549555994202,462.13531715440087,5547.369178300894,57,-26,0,1,0
E446vbBf1+iSGWOBPl5FU1G8xx1N1N7Yj93/TkgvGRs=,26,3874,149.0,28.846153846153847,1,1,41,5.730769230769226,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,95,-82,0,1,1
y6faTncbG+HbKCQRUDzOEPgAKrew3A+uOZpqRJ7v4dk=,5,1407,281.4,58.0,0,0,38,0.0,1.0,26.0,3.0,2015.0,3.0,5.0,787.0,2186.0,12.192770594667849,1092639.6477439404,249.0,0.2743217954295561,179.2864214218685,4388.110858886875,69,-39,1,0,0
G4hB5liNU5+M8+hxs2ZwNAclFYyTSGjT7KLa4EU3ri0=,23,3427,149.0,22.17391304347826,0,1,19,38.8695652173913,14.0,37.0,9.0,2005.0,6.0,18.0,4334.0,7036.0,23.025553270433505,2768044.273144722,587.0,0.4312557284069296,305.5734149633045,4715.577897766513,30,27,1,0,0
OKH03B4wL2O/KHiWx158BBkPsoiQfZVqAP1qDUcHFPs=,11,1341,121.9090909090909,25.818181818181817,0,0,35,0.0,18.0,17.0,3.0,2015.0,9.0,21.0,587.0,3875.0,27.99999804195818,1188134.678756714,143.0,0.1767914234026868,138.39281739466966,8308.633536156492,37,-7,0,0,0
taETU+6pP2h4VeMJ7shQCLqGvBzJiOUNlcu/0hS9pAg=,27,3483,129.0,28.88888888888889,0,1,41,4.777777777777772,1.0,27.0,7.0,2010.0,10.0,6.0,2398.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,56,-24,0,1,0
CHYgNNHdKyxRmhhRUkBCnfdU179Yvnd7g6p4Og6S7Is=,42,5868,139.71428571428572,29.285714285714285,3,1,41,3.071428571428584,4.0,27.0,7.0,2013.0,11.0,8.0,1269.0,13201.0,42.47796084741101,4565543.335437775,726.0,0.5301394124871045,310.77284852942984,6288.62709717838,59,248,1,0,0
den2AiOjT0cIzVs1OCCWE7TAhNYZISKWWTJkm72ih5E=,11,1980,180.0,30.0,1,1,36,0.0,1.0,27.0,4.0,2016.0,5.0,12.0,353.0,2705.0,22.110089714670668,818100.2248344421,109.0,0.1948613579372644,122.34227954228344,7505.505961278738,60,-30,0,1,0
Get6c9SMNepawmu8+0ZQbg4uHDQnQkrZDknhy3OpMj0=,25,3455,138.2,28.8,0,1,41,-3.640000000000015,10.0,29.0,7.0,2011.0,5.0,24.0,2168.0,33467.0,42.24916317309092,9047227.517990112,598.0,0.0810404013517189,792.1338451497932,15129.142753676731,30,2,0,0,0
p2nLjzPXKe7nX/1PJr3C6rVzHyOsvWbWLpC0APE1tbY=,27,4023,149.0,29.03703703703704,1,1,40,5.518518518518505,22.0,27.0,9.0,2011.0,9.0,3.0,2066.0,736.0,5.627272471487615,614247.6783781052,220.0,0.3482377677630838,130.7913728747711,2792.034774807988,52,-54,0,1,0
mTVjDMk3IoGE34W1R9GKI2ppuZmfwPlJ/OMMWKvot6o=,23,3427,149.0,22.17391304347826,0,1,33,38.8695652173913,8.0,41.0,9.0,2007.0,9.0,26.0,3504.0,2252.0,46.89999062000187,687964.3770141602,50.0,0.1956521732686028,48.01705693452739,13759.284788426245,30,0,1,0,0
oPZB4QWugPRRnl3QMWQYYuOn7GFiH9uY2y0WKikpVIk=,15,1485,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,1.0,23.0,463.0,2.0,2.9999900000333333,45443.5502319336,3.0,0.666665925926749,0.6666666666592592,15147.799584645916,38,-7,0,1,0
8bJLQ11HwleXn/55P1qxNspN66cNo/0FA8tD/t8B27E=,21,2980,141.9047619047619,30.0,0,1,41,-7.095238095238102,1.0,27.0,7.0,2015.0,7.0,19.0,651.0,691.0,13.615381997041922,274724.9410057068,52.0,0.1433370644643106,50.75138491422991,5283.170926423029,42,-11,0,1,0
geK1IRvQfB4YS9IObwxxn8vrue5MHRbaThLXSRnrLKU=,25,2975,119.0,30.0,1,1,41,0.0,1.0,27.0,7.0,2013.0,1.0,23.0,1558.0,15729.0,31.64090837179754,4743506.805678368,440.0,0.0961226913834524,497.1094648763327,10780.697040616811,37,-6,0,1,0
cbyYUoczCxR++ogSScXgSUZn3ZQvdkW3XvV8I+hYPgc=,19,2591,136.3684210526316,30.0,0,1,41,0.0,1.0,27.0,7.0,2015.0,9.0,8.0,600.0,10554.0,28.087639818255287,3170194.6791805625,445.0,0.2625899278946974,375.7523348621547,7124.032826831987,54,-23,0,1,0
jd1hqw8BiQFl0k800DHTGxewMjryr/dLTfOyytaa+KY=,29,4321,149.0,23.79310344827586,1,1,33,30.827586206896555,5.0,30.0,9.0,2004.0,8.0,6.0,4650.0,12841.0,23.12717729743593,3975160.23097992,574.0,0.1163036057119694,555.2339692178502,6925.366135411599,30,0,1,0,0
XsISkykZOn014T4YHV5bl34Zpo2Hb1O/V8/idfEYxlE=,23,3267,142.04347826086956,28.695652173913043,1,1,39,5.608695652173907,13.0,32.0,7.0,2011.0,1.0,10.0,2302.0,52568.0,50.43069223711729,13962058.313438416,606.0,0.0558353443052783,1042.380884423014,23039.69980699904,30,8,1,0,0
/mQUN/M4+8HkQI3LJYsy48DzCv6V1FP+3whbttb9aI8=,23,3187,138.56521739130434,30.0,1,1,41,0.0,1.0,27.0,7.0,2014.0,10.0,27.0,916.0,10646.0,28.451882249960622,3115447.3996890783,478.0,0.2685526853695585,374.1754645515619,6517.6722479338,34,-3,0,1,0
fUH3lRk8aQXXwNYUowR61nhZodr/6cmSjNehz9/RHwE=,23,3427,149.0,22.17391304347826,0,1,31,38.8695652173913,11.0,36.0,9.0,2005.0,5.0,9.0,4374.0,2278.0,13.50710836459202,1043530.343996048,211.0,0.3492063483912083,168.65181295602028,4945.641206348985,30,0,1,0,0
JuYvn0tlt7G60zEZMDI4XH7PTHJtotuq3xL61yIL+bY=,1,100,100.0,30.0,0,1,30,0.0,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,117,-87,0,1,1
uSk1BNmNURSkL0gyqk2IvqdcDtTUSnJPH4IcoCcPuEM=,14,4172,298.0,64.28571428571429,1,1,40,-10.642857142857167,4.0,27.0,9.0,2014.0,12.0,29.0,853.0,46457.0,90.67868196428398,13367401.292980194,638.0,0.2278217990311802,512.3254316272914,20952.039315767717,58,5,0,0,0
0Z4QEUCXMyHysHrPlS0Ep8NYNjgrNNSaD3HR6IzuAek=,8,792,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,8.0,31.0,242.0,3934.0,28.99999741071452,945433.330078125,112.0,0.1533060266173083,135.65513774822418,8441.368264861092,30,0,0,1,0
/Q23rUSQrXXklk3D6eqk82++bUC9rBtdUQ7s2POecO4=,18,2682,149.0,30.0,0,0,38,0.0,12.0,21.0,9.0,2015.0,6.0,16.0,684.0,12587.0,26.79132176050988,3656711.393058777,484.0,0.3788913219206959,469.81613726843904,7555.188672534898,52,-22,0,0,0
zW3NeAjJLcqjZMdUuaVuvrq3rZDbkV/DK8OfJpH+uHg=,11,1732,157.45454545454547,30.0,0,0,38,0.0,15.0,23.0,4.0,2016.0,2.0,27.0,428.0,5818.0,26.256504600129944,1936347.0373687744,269.0,0.2134342042486999,221.58310379745555,7198.3158564521045,39,-8,1,0,0
PpOvYXmA4qq9vGuNii1zSlJT0PR1oL6nB9EL8U4/ysk=,27,4023,149.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2013.0,3.0,18.0,1504.0,12708.0,27.060040847618204,3993809.3753471375,483.0,0.1692289567242569,469.622177414295,8268.756299502225,44,-13,0,1,0
xPAn4puNHDn1sd2/WQiiXAQlyazNJVmqzPiqeZNqpkI=,3,297,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2017.0,1.0,21.0,99.0,64.0,13.14283836737376,19185.4208984375,7.0,0.3364485666870498,4.869568468801307,2740.7704986760737,40,-9,0,1,0
AysvEKbMSVito6T1DInCz9lEkrPe1F7vpYxPHMl710A=,23,3129,136.04347826086956,30.217391304347824,2,1,39,-12.956521739130435,6.0,25.0,9.0,2011.0,11.0,9.0,1999.0,23796.0,34.16666617996202,7040265.490036011,702.0,0.2024778219019645,696.468098759803,10028.868076563149,30,26,0,0,0
